Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
12508,44.868046,-93.501892,278,MN,70,Cornus,sericea,redosier dogwood,Plantae,52488,371,Breaking leaf buds,2014,4,25,115,2456773,13,2014,4,25,115,2456773,-9999
5173,35.996983,-83.889839,309,TN,12,Cornus,florida,flowering dogwood,Plantae,53887,500,Flowers or flower buds,2014,2,21,52,2456710,-9999,2014,3,19,78,2456736,-9999
16190,44.259472,-71.195229,995,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59685,482,Initial growth (forbs),2014,6,24,175,2456833,32,2014,6,24,175,2456833,-9999
16190,44.259472,-71.195229,995,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59685,488,Leaves (forbs),2014,6,24,175,2456833,32,2014,6,24,175,2456833,-9999
16190,44.259472,-71.195229,995,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59685,500,Flowers or flower buds,2014,6,24,175,2456833,32,2014,6,24,175,2456833,-9999
16191,44.259548,-71.195045,993,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59754,482,Initial growth (forbs),2014,6,24,175,2456833,32,2014,6,24,175,2456833,-9999
16191,44.259548,-71.195045,993,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59754,488,Leaves (forbs),2014,6,24,175,2456833,32,2014,6,24,175,2456833,-9999
16191,44.259548,-71.195045,993,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59754,500,Flowers or flower buds,2014,6,24,175,2456833,32,2014,6,24,175,2456833,-9999
16191,44.259548,-71.195045,993,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59754,501,Open flowers,2014,6,24,175,2456833,32,2014,6,24,175,2456833,-9999
16200,44.188019,-71.568901,1146,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59789,488,Leaves (forbs),2014,6,17,168,2456826,-9999,2014,6,17,168,2456826,-9999
16201,44.187,-71.57,1140,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59793,482,Initial growth (forbs),2014,6,19,170,2456828,-9999,2014,6,19,170,2456828,-9999
16201,44.187,-71.57,1140,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59793,488,Leaves (forbs),2014,6,17,168,2456826,-9999,2014,6,19,170,2456828,-9999
16201,44.187,-71.57,1140,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59793,500,Flowers or flower buds,2014,6,17,168,2456826,-9999,2014,6,19,170,2456828,-9999
16208,44.221031,-71.417603,562,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59809,482,Initial growth (forbs),2014,6,6,157,2456815,4,2014,6,6,157,2456815,4
16208,44.221031,-71.417603,562,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59809,488,Leaves (forbs),2014,5,9,129,2456787,-9999,2014,5,9,129,2456787,4
16208,44.221031,-71.417603,562,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59809,488,Leaves (forbs),2014,6,2,153,2456811,13,2014,9,2,245,2456903,-9999
16208,44.221031,-71.417603,562,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59809,500,Flowers or flower buds,2014,6,2,153,2456811,13,2014,6,2,153,2456811,4
16208,44.221031,-71.417603,562,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59809,500,Flowers or flower buds,2014,6,10,161,2456819,4,2014,6,22,173,2456831,9
16208,44.221031,-71.417603,562,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59809,501,Open flowers,2014,6,17,168,2456826,7,2014,6,22,173,2456831,9
16208,44.221031,-71.417603,562,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59809,516,Fruits,2014,7,1,182,2456840,9,2014,7,1,182,2456840,5
16208,44.221031,-71.417603,562,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59809,516,Fruits,2014,7,15,196,2456854,9,2014,7,22,203,2456861,7
16209,44.222012,-71.418297,557,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59813,390,Ripe fruits,2014,7,22,203,2456861,7,2014,8,2,214,2456872,31
16209,44.222012,-71.418297,557,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59813,482,Initial growth (forbs),2014,6,6,157,2456815,4,2014,6,6,157,2456815,4
16209,44.222012,-71.418297,557,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59813,488,Leaves (forbs),2014,6,2,153,2456811,13,2014,9,2,245,2456903,-9999
16209,44.222012,-71.418297,557,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59813,500,Flowers or flower buds,2014,6,2,153,2456811,13,2014,6,17,168,2456826,5
16209,44.222012,-71.418297,557,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59813,501,Open flowers,2014,6,10,161,2456819,4,2014,6,17,168,2456826,5
16209,44.222012,-71.418297,557,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59813,516,Fruits,2014,6,22,173,2456831,5,2014,8,2,214,2456872,31
16210,44.222481,-71.4179,552,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59818,482,Initial growth (forbs),2014,6,6,157,2456815,4,2014,6,6,157,2456815,4
16210,44.222481,-71.4179,552,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59818,488,Leaves (forbs),2014,6,2,153,2456811,-9999,2014,9,2,245,2456903,-9999
16210,44.222481,-71.4179,552,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59818,500,Flowers or flower buds,2014,6,2,153,2456811,-9999,2014,6,17,168,2456826,5
16210,44.222481,-71.4179,552,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59818,501,Open flowers,2014,6,6,157,2456815,4,2014,6,17,168,2456826,5
16210,44.222481,-71.4179,552,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59818,516,Fruits,2014,6,22,173,2456831,5,2014,7,22,203,2456861,7
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,390,Ripe fruits,2014,7,29,210,2456868,10,2014,8,20,232,2456890,-9999
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,482,Initial growth (forbs),2014,6,14,165,2456823,-9999,2014,6,19,170,2456828,8
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,482,Initial growth (forbs),2014,7,4,185,2456843,7,2014,7,4,185,2456843,6
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,482,Initial growth (forbs),2014,7,19,200,2456858,9,2014,7,19,200,2456858,10
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,488,Leaves (forbs),2014,6,14,165,2456823,-9999,2014,8,20,232,2456890,-9999
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,500,Flowers or flower buds,2014,6,19,170,2456828,5,2014,7,4,185,2456843,6
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,501,Open flowers,2014,6,19,170,2456828,5,2014,7,10,191,2456849,9
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,504,Recent fruit or seed drop,2014,8,15,227,2456885,4,2014,8,20,232,2456890,-9999
16226,44.137531,-71.702599,825,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59908,516,Fruits,2014,7,10,191,2456849,6,2014,7,29,210,2456868,13
16235,44.256149,-71.251701,611,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59938,390,Ripe fruits,2014,7,21,202,2456860,12,2014,8,4,216,2456874,32
16235,44.256149,-71.251701,611,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59938,488,Leaves (forbs),2014,6,10,161,2456819,-9999,2014,9,30,273,2456931,-9999
16235,44.256149,-71.251701,611,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59938,500,Flowers or flower buds,2014,6,10,161,2456819,-9999,2014,6,25,176,2456834,8
16235,44.256149,-71.251701,611,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59938,501,Open flowers,2014,6,16,167,2456825,6,2014,6,25,176,2456834,8
16235,44.256149,-71.251701,611,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59938,516,Fruits,2014,7,3,184,2456842,8,2014,9,30,273,2456931,-9999
16237,44.255249,-71.251503,620,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59946,482,Initial growth (forbs),2014,6,5,156,2456814,4,2014,6,5,156,2456814,5
16237,44.255249,-71.251503,620,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59946,488,Leaves (forbs),2014,6,10,161,2456819,5,2014,7,28,209,2456867,-9999
16237,44.255249,-71.251503,620,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59946,500,Flowers or flower buds,2014,6,10,161,2456819,5,2014,6,25,176,2456834,8
16237,44.255249,-71.251503,620,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59946,501,Open flowers,2014,6,16,167,2456825,6,2014,6,25,176,2456834,8
16237,44.255249,-71.251503,620,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59946,516,Fruits,2014,7,3,184,2456842,8,2014,7,9,190,2456848,12
16237,44.255249,-71.251503,620,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59946,516,Fruits,2014,7,28,209,2456867,7,2014,7,28,209,2456867,-9999
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,390,Ripe fruits,2014,7,25,206,2456864,36,2014,7,25,206,2456864,6
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,390,Ripe fruits,2014,9,15,258,2456916,11,2014,9,28,271,2456929,2
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,482,Initial growth (forbs),2014,6,5,156,2456814,-9999,2014,9,4,247,2456905,11
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,488,Leaves (forbs),2014,6,5,156,2456814,-9999,2014,9,30,273,2456931,-9999
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,500,Flowers or flower buds,2014,6,5,156,2456814,-9999,2014,6,19,170,2456828,36
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,500,Flowers or flower buds,2014,7,31,212,2456870,6,2014,7,31,212,2456870,31
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,501,Open flowers,2014,6,19,170,2456828,12,2014,6,19,170,2456828,36
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,501,Open flowers,2014,7,31,212,2456870,6,2014,7,31,212,2456870,31
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,504,Recent fruit or seed drop,2014,8,31,243,2456901,31,2014,9,28,271,2456929,2
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,516,Fruits,2014,7,25,206,2456864,36,2014,7,31,212,2456870,31
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,516,Fruits,2014,9,15,258,2456916,11,2014,9,15,258,2456916,4
16242,44.195549,-71.4944,790,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59963,516,Fruits,2014,9,28,271,2456929,9,2014,9,28,271,2456929,2
16243,44.195461,-71.495796,809,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59967,390,Ripe fruits,2014,7,25,206,2456864,36,2014,7,25,206,2456864,37
16243,44.195461,-71.495796,809,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59967,482,Initial growth (forbs),2014,6,7,158,2456816,-9999,2014,9,4,247,2456905,11
16243,44.195461,-71.495796,809,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59967,488,Leaves (forbs),2014,6,7,158,2456816,-9999,2014,9,30,273,2456931,-9999
16243,44.195461,-71.495796,809,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59967,500,Flowers or flower buds,2014,6,19,170,2456828,12,2014,6,19,170,2456828,36
16243,44.195461,-71.495796,809,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59967,501,Open flowers,2014,7,25,206,2456864,36,2014,7,25,206,2456864,37
16243,44.195461,-71.495796,809,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59967,516,Fruits,2014,7,25,206,2456864,36,2014,7,25,206,2456864,37
16244,44.195919,-71.494003,785,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59972,482,Initial growth (forbs),2014,6,7,158,2456816,-9999,2014,9,19,262,2456920,9
16244,44.195919,-71.494003,785,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59972,488,Leaves (forbs),2014,6,7,158,2456816,-9999,2014,9,30,273,2456931,-9999
16244,44.195919,-71.494003,785,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59972,500,Flowers or flower buds,2014,6,7,158,2456816,-9999,2014,6,7,158,2456816,12
16244,44.195919,-71.494003,785,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59972,501,Open flowers,2014,7,25,206,2456864,36,2014,7,25,206,2456864,6
16245,44.195629,-71.492996,762,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59978,482,Initial growth (forbs),2014,7,25,206,2456864,-9999,2014,9,19,262,2456920,9
16245,44.195629,-71.492996,762,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59978,488,Leaves (forbs),2014,7,25,206,2456864,-9999,2014,9,30,273,2456931,-9999
16245,44.195629,-71.492996,762,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59978,500,Flowers or flower buds,2014,7,25,206,2456864,-9999,2014,7,25,206,2456864,6
16245,44.195629,-71.492996,762,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59978,501,Open flowers,2014,7,25,206,2456864,-9999,2014,7,25,206,2456864,6
16245,44.195629,-71.492996,762,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59978,516,Fruits,2014,7,31,212,2456870,6,2014,7,31,212,2456870,31
16246,44.195671,-71.490402,743,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59982,390,Ripe fruits,2014,9,28,271,2456929,9,2014,9,30,273,2456931,-9999
16246,44.195671,-71.490402,743,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59982,482,Initial growth (forbs),2014,7,25,206,2456864,-9999,2014,7,31,212,2456870,31
16246,44.195671,-71.490402,743,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59982,482,Initial growth (forbs),2014,9,15,258,2456916,11,2014,9,19,262,2456920,9
16246,44.195671,-71.490402,743,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59982,488,Leaves (forbs),2014,7,25,206,2456864,-9999,2014,9,30,273,2456931,-9999
16246,44.195671,-71.490402,743,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59982,500,Flowers or flower buds,2014,7,25,206,2456864,-9999,2014,7,25,206,2456864,6
16246,44.195671,-71.490402,743,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59982,501,Open flowers,2014,7,25,206,2456864,-9999,2014,7,25,206,2456864,6
16246,44.195671,-71.490402,743,NH,11,Cornus,canadensis,bunchberry dogwood,Plantae,59982,516,Fruits,2014,9,28,271,2456929,9,2014,9,30,273,2456931,-9999
1559,39.289673,-123.373718,212,CA,12,Cornus,florida,flowering dogwood,Plantae,60714,371,Breaking leaf buds,2014,3,9,68,2456726,-9999,2014,5,9,129,2456787,-9999
1559,39.289673,-123.373718,212,CA,12,Cornus,florida,flowering dogwood,Plantae,60714,467,Increasing leaf size,2014,5,9,129,2456787,36,2014,5,9,129,2456787,-9999
1559,39.289673,-123.373718,212,CA,12,Cornus,florida,flowering dogwood,Plantae,60714,483,Leaves,2014,4,3,93,2456751,25,2014,5,9,129,2456787,-9999
1559,39.289673,-123.373718,212,CA,12,Cornus,florida,flowering dogwood,Plantae,60714,500,Flowers or flower buds,2014,4,3,93,2456751,25,2014,5,9,129,2456787,-9999
1559,39.289673,-123.373718,212,CA,12,Cornus,florida,flowering dogwood,Plantae,60714,501,Open flowers,2014,4,3,93,2456751,25,2014,5,9,129,2456787,-9999
8527,29.035118,-82.696556,3,FL,444,Cornus,florida-appalachianspring,Appalachian Spring dogwood,Plantae,60906,371,Breaking leaf buds,2014,2,18,49,2456707,-9999,2014,2,18,49,2456707,-9999
8527,29.035118,-82.696556,3,FL,444,Cornus,florida-appalachianspring,Appalachian Spring dogwood,Plantae,60907,371,Breaking leaf buds,2014,2,18,49,2456707,-9999,2014,2,18,49,2456707,-9999
16396,31.143854,-86.922806,69,AL,12,Cornus,florida,flowering dogwood,Plantae,61393,371,Breaking leaf buds,2014,3,23,82,2456740,1,2014,4,2,92,2456750,-9999
16396,31.143854,-86.922806,69,AL,12,Cornus,florida,flowering dogwood,Plantae,61393,467,Increasing leaf size,2014,3,23,82,2456740,1,2014,3,23,82,2456740,6
16396,31.143854,-86.922806,69,AL,12,Cornus,florida,flowering dogwood,Plantae,61393,467,Increasing leaf size,2014,4,2,92,2456750,4,2014,4,2,92,2456750,-9999
16396,31.143854,-86.922806,69,AL,12,Cornus,florida,flowering dogwood,Plantae,61393,483,Leaves,2014,3,23,82,2456740,1,2014,3,23,82,2456740,6
16396,31.143854,-86.922806,69,AL,12,Cornus,florida,flowering dogwood,Plantae,61393,483,Leaves,2014,4,2,92,2456750,4,2014,4,2,92,2456750,-9999
16396,31.143854,-86.922806,69,AL,12,Cornus,florida,flowering dogwood,Plantae,61393,500,Flowers or flower buds,2014,3,22,81,2456739,-9999,2014,4,2,92,2456750,-9999
16396,31.143854,-86.922806,69,AL,12,Cornus,florida,flowering dogwood,Plantae,61393,501,Open flowers,2014,3,22,81,2456739,-9999,2014,4,2,92,2456750,-9999
16442,39.40049,-76.620232,120,MD,12,Cornus,florida,flowering dogwood,Plantae,61736,500,Flowers or flower buds,2014,5,8,128,2456786,57,2014,5,8,128,2456786,-9999
16442,39.40049,-76.620232,120,MD,12,Cornus,florida,flowering dogwood,Plantae,61736,501,Open flowers,2014,5,8,128,2456786,57,2014,5,8,128,2456786,-9999
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,371,Breaking leaf buds,2014,4,10,100,2456758,-9999,2014,4,17,107,2456765,32
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,467,Increasing leaf size,2014,5,29,149,2456807,2,2014,5,29,149,2456807,3
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,467,Increasing leaf size,2014,6,13,164,2456822,7,2014,6,13,164,2456822,2
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,467,Increasing leaf size,2014,6,18,169,2456827,3,2014,6,18,169,2456827,7
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,471,Falling leaves,2014,9,19,262,2456920,8,2014,9,26,269,2456927,7
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,483,Leaves,2014,5,19,139,2456797,32,2014,8,4,216,2456874,10
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,483,Leaves,2014,8,21,233,2456891,7,2014,10,10,283,2456941,28
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,498,Colored leaves,2014,8,28,240,2456898,7,2014,8,28,240,2456898,14
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,498,Colored leaves,2014,10,10,283,2456941,7,2014,10,10,283,2456941,28
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,500,Flowers or flower buds,2014,4,10,100,2456758,-9999,2014,5,19,139,2456797,8
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62067,501,Open flowers,2014,5,19,139,2456797,32,2014,5,19,139,2456797,8
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,371,Breaking leaf buds,2014,4,1,91,2456749,-9999,2014,4,10,100,2456758,49
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,467,Increasing leaf size,2014,5,29,149,2456807,49,2014,6,5,156,2456814,1
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,467,Increasing leaf size,2014,6,13,164,2456822,7,2014,6,13,164,2456822,2
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,471,Falling leaves,2014,9,26,269,2456927,7,2014,10,10,283,2456941,28
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,483,Leaves,2014,5,29,149,2456807,49,2014,8,4,216,2456874,10
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,483,Leaves,2014,8,21,233,2456891,7,2014,10,10,283,2456941,28
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,498,Colored leaves,2014,8,21,233,2456891,7,2014,10,10,283,2456941,28
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,500,Flowers or flower buds,2014,4,10,100,2456758,9,2014,4,10,100,2456758,49
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62070,516,Fruits,2014,9,5,248,2456906,8,2014,9,5,248,2456906,6
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,371,Breaking leaf buds,2014,4,1,91,2456749,-9999,2014,5,27,147,2456805,2
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,467,Increasing leaf size,2014,5,27,147,2456805,40,2014,6,5,156,2456814,1
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,467,Increasing leaf size,2014,6,13,164,2456822,7,2014,6,13,164,2456822,2
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,467,Increasing leaf size,2014,6,18,169,2456827,3,2014,6,18,169,2456827,7
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,471,Falling leaves,2014,10,10,283,2456941,7,2014,10,10,283,2456941,28
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,483,Leaves,2014,5,27,147,2456805,40,2014,8,4,216,2456874,10
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,483,Leaves,2014,8,21,233,2456891,7,2014,10,10,283,2456941,28
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,498,Colored leaves,2014,8,14,226,2456884,10,2014,10,10,283,2456941,28
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,500,Flowers or flower buds,2014,4,10,100,2456758,9,2014,4,17,107,2456765,40
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,500,Flowers or flower buds,2014,9,26,269,2456927,7,2014,10,3,276,2456934,7
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,516,Fruits,2014,8,21,233,2456891,7,2014,9,5,248,2456906,6
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62071,516,Fruits,2014,9,19,262,2456920,8,2014,9,19,262,2456920,7
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62075,371,Breaking leaf buds,2014,5,19,139,2456797,-9999,2014,5,19,139,2456797,8
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62075,483,Leaves,2014,5,19,139,2456797,-9999,2014,9,26,269,2456927,-9999
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62075,498,Colored leaves,2014,8,28,240,2456898,26,2014,9,26,269,2456927,-9999
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62075,500,Flowers or flower buds,2014,5,19,139,2456797,-9999,2014,5,19,139,2456797,8
16454,41.667408,-73.895546,41,NY,12,Cornus,florida,flowering dogwood,Plantae,62075,501,Open flowers,2014,5,19,139,2456797,-9999,2014,5,19,139,2456797,8
16567,37.230717,-80.420113,639,VA,12,Cornus,florida,flowering dogwood,Plantae,62736,371,Breaking leaf buds,2014,3,8,67,2456725,7,2014,4,13,103,2456761,-9999
16567,37.230717,-80.420113,639,VA,12,Cornus,florida,flowering dogwood,Plantae,62736,500,Flowers or flower buds,2014,3,15,74,2456732,7,2014,3,15,74,2456732,7
1569,29.483839,-82.168808,18,FL,444,Cornus,florida-appalachianspring,Appalachian Spring dogwood,Plantae,62772,371,Breaking leaf buds,2014,2,16,47,2456705,14,2014,3,20,79,2456737,61
1569,29.483839,-82.168808,18,FL,444,Cornus,florida-appalachianspring,Appalachian Spring dogwood,Plantae,62772,467,Increasing leaf size,2014,3,1,60,2456718,13,2014,3,20,79,2456737,61
1569,29.483839,-82.168808,18,FL,444,Cornus,florida-appalachianspring,Appalachian Spring dogwood,Plantae,62772,471,Falling leaves,2014,5,20,140,2456798,61,2014,5,20,140,2456798,-9999
1569,29.483839,-82.168808,18,FL,444,Cornus,florida-appalachianspring,Appalachian Spring dogwood,Plantae,62772,483,Leaves,2014,3,1,60,2456718,13,2014,5,20,140,2456798,-9999
1569,29.483839,-82.168808,18,FL,444,Cornus,florida-appalachianspring,Appalachian Spring dogwood,Plantae,62772,498,Colored leaves,2014,2,16,47,2456705,14,2014,5,20,140,2456798,-9999
16625,37.229572,-80.41394,631,VA,12,Cornus,florida,flowering dogwood,Plantae,63178,371,Breaking leaf buds,2014,2,24,55,2456713,6,2014,3,25,84,2456742,7
16673,37.232262,-80.419411,637,VA,12,Cornus,florida,flowering dogwood,Plantae,63313,467,Increasing leaf size,2014,4,22,112,2456770,9,2014,4,22,112,2456770,-9999
16673,37.232262,-80.419411,637,VA,12,Cornus,florida,flowering dogwood,Plantae,63313,483,Leaves,2014,4,22,112,2456770,9,2014,4,22,112,2456770,-9999
16673,37.232262,-80.419411,637,VA,12,Cornus,florida,flowering dogwood,Plantae,63313,500,Flowers or flower buds,2014,2,23,54,2456712,8,2014,4,22,112,2456770,-9999
16673,37.232262,-80.419411,637,VA,12,Cornus,florida,flowering dogwood,Plantae,63313,501,Open flowers,2014,4,22,112,2456770,9,2014,4,22,112,2456770,-9999
16637,37.254807,-79.963844,299,VA,12,Cornus,florida,flowering dogwood,Plantae,63543,371,Breaking leaf buds,2014,5,2,122,2456780,8,2014,5,2,122,2456780,6
16637,37.254807,-79.963844,299,VA,12,Cornus,florida,flowering dogwood,Plantae,63543,467,Increasing leaf size,2014,5,8,128,2456786,6,2014,5,8,128,2456786,-9999
16637,37.254807,-79.963844,299,VA,12,Cornus,florida,flowering dogwood,Plantae,63543,483,Leaves,2014,5,2,122,2456780,8,2014,5,8,128,2456786,-9999
